SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202010112300,0.0,0.0,3608,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
202010120000,0.0,0.0,3610,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
202010120100,389551.0,216162087.0,3610,3983898.0,1974,3116,715365.0,2437.0,536632290304,371451255808,33673937668,576939460.0,0.0,1169774,28692
202010120200,470172.0,195116908.0,3609,4952224.0,2907,7728,847317.0,12326.0,630957260288,360858325075,32863334420,873531063.0,2.0,3310170,78862
202010120300,487713.0,223469199.0,3608,4350402.0,2189,5752,705758.0,9928.0,733555121664,403680863882,51680314508,936137583.0,1.0,1381041,113124
202010120400,298521.0,119837740.0,3548,4461301.0,2073,4820,838907.0,3345.0,404155107840,203580771840,19058629568,868133798.0,0.0,1204161,129263
202010120500,261636.0,257732072.0,3608,3117552.0,2159,640,714246.0,1778.0,402653390848,343527960576,45091877192,1153713329.0,0.0,1434234,115567
202010120600,271105.0,39157777.0,3608,3499050.0,2111,1395,850128.0,2619.0,309477172736,74327867392,6251674904,1742781014.0,1.0,2003827,135010
202010120700,629253.0,18472975.0,3609,8686755.0,3371,16729,1704263.0,19106.0,519548079104,38517904512,3364661960,3514398872.0,121.0,8854827,242216
202010120800,1373779.0,90805200.0,3614,26820602.0,10114,54429,5196431.0,73612.0,1615251895808,134155323489,17852911252,2976371120.0,180.0,32959825,631155
202010120900,1905821.0,154375712.0,3619,49043367.0,10676,83698,10512235.0,123320.0,1466414683648,175538588536,30784462064,2422592452.0,113.0,56521127,1343666
202010121000,2023230.0,180626946.0,3561,55326066.0,13177,87302,12090928.0,128206.0,1333738098176,195808799744,36210299524,2613791533.0,62.0,63824190,1575359
202010121100,2106231.0,209220727.0,3621,61352619.0,13424,91808,13827104.0,127699.0,1256277537280,252494659072,42296350756,2733689652.0,72.0,70788817,1794256
202010121200,1571559.0,118106332.0,3617,38822561.0,9373,45137,8085274.0,74827.0,1268814654464,271579233792,23620564952,2280268727.0,32.0,45307176,1088330
202010121300,2241296.0,118596539.0,3556,39749315.0,8749,67194,8615390.0,101129.0,1892330739712,136795722752,23525159576,2350101356.0,52.0,47108949,1094459
202010121400,2121239.0,187972283.0,3620,57976340.0,11907,92724,12786231.0,127589.0,1308794432512,202115556864,38184766052,2753801124.0,58.0,67234587,1644632
202010121500,1881058.0,177142579.0,3619,53730887.0,10355,84262,11959638.0,122368.0,1302949634560,185959264768,35836410128,2809807857.0,28.0,61330232,1548149
202010121600,1427742.0,185806194.0,3554,45403073.0,7872,64274,9708364.0,122488.0,944292574208,180415514112,35297622744,2545132916.0,15.0,49505929,1284603
202010121700,1058849.0,102823992.0,3611,28068322.0,5100,35081,6678980.0,63236.0,846937862144,105269746176,20751555136,2715365462.0,16.0,29594663,922610
202010121800,828961.0,48446926.0,3610,17468078.0,2683,9416,3280153.0,14322.0,1083627185664,58935706624,9284043352,4663158348.0,0.0,12793615,475813
202010121900,625112.0,26926378.0,3609,8962656.0,2318,209868,3135284.0,154877.0,845405494272,29219338752,4973994660,4099360354.0,0.0,7149710,303892
202010122000,850599.0,222725814.0,3611,15590817.0,4851,180376,10005918.0,237776.0,547776979968,353309111808,87792942904,4142572122.0,0.0,6648320,356476
202010122100,619237.0,23989350.0,3610,8281023.0,2365,200687,3065309.0,223082.0,576484818944,31455234209,4389978128,3643741196.0,0.0,5751938,273344
