SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202010252300,0,0,3608,0,0,0,0,0,0,0,0,0,0,0,0
202010260000,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,0
202010260100,413833,256668397,3608,4564043,2074,3960,725330,2540,516736768000,373895588352,40024920180,628910729,0,1222376,29047
202010260200,503616,222644463,3549,6977608,3064,7101,988631,14747,624435256320,371355201870,37835648832,1090001990,2,4852207,102745
202010260300,503951,213020620,3609,3892266,2288,5603,688512,8779,794500745728,474415400586,49483889404,882704700,1,1369695,112841
202010260400,409054,254224117,3610,5272149,2132,3577,889105,3591,527435322880,335655185920,38146663956,1194816928,0,1275710,134661
202010260500,427613,378834618,3608,4600042,2293,759,723400,1972,588541618176,517609999360,62018332240,1325320945,0,1445150,117503
202010260600,430354,249214182,3609,5435330,2207,1375,892151,2683,555804231168,370946750464,41536377852,1346970412,1,2081021,144868
202010260700,730244,90625166,3612,10843630,3547,15020,1909732,15859,913793202176,174616297078,14766004080,2794466459,92,10696496,281982
202010260800,1416494,131866459,3556,28642218,11013,63965,5950436,78586,1832032960000,193510967905,24665453308,1872674926,82,37514387,706087
202010260900,1897761,183228338,3619,50551630,12841,74741,11114775,103207,2254046568960,243890854264,36394751252,2525169914,84,64378267,1433601
202010261000,1963514,200668366,3621,54091612,15588,70700,12280974,103188,1854450040320,343355090944,40552720348,2778909757,77,68423419,1636490
202010261100,2142684,214661097,3562,57570349,15798,94235,13620082,130309,1937285008384,391762390016,43474816260,2917864790,98,69966066,1722042
202010261200,1526869,141667652,3618,39046629,9164,41655,8577576,73797,1599156439040,345493749760,27773227232,2135173462,62,51305722,1149482
202010261300,2166981,141955553,3617,40615675,9643,57884,8549808,83743,2202180179968,191805861888,27228774624,2210449279,33,49850071,1097564
202010261400,2060917,217214064,3563,58455807,17921,107739,13436791,144300,1760371623936,266796083200,43352458576,2797490380,59,68222663,1698983
202010261500,1701530,207803679,3618,50225276,15424,101489,12249928,143845,1267206563840,255170540032,41098090192,2611872537,42,55143165,1548236
202010261600,1334316,220306007,3615,43820766,10963,71956,10287444,110286,996015152128,266446640640,41461383884,2346550178,21,45507227,1345166
202010261700,812708,140951701,3610,26391429,7894,51545,6532518,50958,750591902720,177744972498,26594221044,1698677577,11,26980700,1018261
202010261800,533568,69877143,3550,16996993,13087,47717,3862578,38320,749895579136,107157109760,12500438220,1101962610,0,11174205,463856
202010261900,522783,48477195,3610,8420485,2429,17211,2307877,14408,730227150848,87450130432,8430080420,2820484153,2,6932884,316594
202010262000,658232,246957347,3610,14097271,3654,3810,8956513,14983,671503427072,434700875264,92079571232,3994675437,0,16502574,350490
202010262100,451538,49580060,3609,6849891,2554,7289,1905662,7071,601500004352,85873979392,8271908344,3499188028,0,16906172,274518
202010262200,637943,17042207,3611,5617020,2360,7826,1686827,30103,861662884352,25421829793,3374347996,2764217811,0,12730214,206544
202010262300,635800,12166303,3611,4616107,2300,2792,1239522,5661,801590526464,16896424960,2043789772,2602897298,0,4485889,169642
202010270000,618256,9256795,3568,4924856,2146,7993,1399288,13291,1094185278464,322233706496,1453214912,873828398,0,4338982,77076
202010270100,416221,227770622,3613,4575168,2278,4744,890313,3521,646790538240,345652564992,34899605536,704811549,0,1787873,34436
202010270200,363375,42130851,3610,6807288,3050,9954,1555464,14991,410283347456,78358650190,10898654972,1271659641,2,6122912,176037
202010270300,582002,70221458,3610,7902537,3129,5988,1310192,11398,499906764288,139018458762,21773407408,4360960045,1,7351928,234707
202010270400,450682,18121522,3550,8545348,2479,20003,1615712,11505,300149591040,49931657216,9799026704,3821162692,0,7813612,271617
202010270500,457282,108011937,3610,6674986,2242,940,1039961,2553,316422939648,131814700032,20668059736,3927806629,0,17234149,214152
202010270600,517528,136894685,3609,7832296,2447,1790,1289129,5482,360913453056,163674600448,24375752984,4514944610,0,17989312,262208
202010270700,840044,34965283,3611,15392367,3550,22780,2723364,31600,767568520704,71514035322,6496576992,3852304612,96,28090952,440757
202010270800,1568544,156195783,3616,38153737,11496,49519,6605400,72330,2432278554112,285182141025,28494405588,2378589004,75,48155095,880394
202010270900,1898318,167765025,3560,52548868,14895,80770,11353951,118078,1920675099648,303109203688,33703986308,2719060995,61,66769805,1510441
202010271000,2013691,191039760,3620,55825831,16652,72036,12452913,105391,1543680832000,208728402944,39553371376,2761190059,45,70042706,1686266
202010271100,1757364,77564450,3619,31630392,16209,76405,5952487,113953,1385230390272,92367208990,15819435884,2328058017,65,41262166,777819
202010271200,1885693,60211602,3555,24800054,9756,45675,4411108,74158,1038550541824,153406623744,11647104924,2113734705,23,31822301,598632
