,TABLE_NAME,CONSTRAINT_NAME,COLUMNS
0,ERROR_BP_NAMES,FK_BROBNH9SWE8JEIPPVVX4CPKAO,BPMODELINGENGINE_RESULT_ID
1,UNCOMPLETED_BP_NAMES,FK_IKUYYK0MCI99KU8QOKJW024WN,BPMODELINGENGINE_RESULT_ID
2,BPS_GROUP,FK_H9S0FEVU3UMEANUA3LP08BFDN,BPMODELINGENGINE_RESULT_ID
