SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202009302300,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,0
202010010000,0,0,3614,0,0,0,0,0,0,0,0,0,0,0,0
202010010100,323526,100404198,3610,3840843,2043,30139,1012778,18320,522018852352,169599112704,15206756296,334116096,0,1379314,36868
202010010200,282415,61774839,3548,4786585,2763,4984,1001878,11519,522286896640,80863152211,12755375100,366850669,2,3863960,136986
202010010300,399921,68768970,3609,5898324,2106,2010,889419,8616,628508825088,145810279050,16342007484,487520348,1,4109843,166934
202010010400,586758,52885395,3612,10007383,3101,6483,1553017,7540,840241002496,158777736704,15163126896,848728660,0,9815711,301536
202010010500,467289,142768670,3610,11714769,5220,2232,2886519,10910,682380166144,238199452160,25280433240,676961710,0,23224854,4261529
202010010600,509102,150939883,3610,9055152,3386,2275,2081818,8801,708929899520,258730448384,26511623416,1047218370,1,17515579,808946
202010010700,738518,29691512,3612,12759253,3130,16887,2205808,19696,919269602304,161336108096,5440514656,1271427744,65,19708700,383839
202010010800,1291922,133281896,3555,29836403,10123,73880,5508194,100829,1579037528064,177885874755,23958493400,1405433837,103,34887639,667980
202010010900,2062447,144882852,3617,44828885,12931,91203,9930233,143973,1341813664256,170465346792,29035059748,1721043727,67,49970516,1294050
202010011000,1725928,162385891,3618,48806561,15456,79561,10767247,129665,1122941752320,183635438080,32875376096,1779715696,31,55744520,1455943
202010011100,2254430,173041118,3559,54278586,15088,85368,11628514,133426,1108048719360,203055265280,35077850112,1960097747,23,63374823,1554312
202010011200,1983569,125065568,3616,40314335,10321,32916,8240202,53349,1079413854208,270530605560,24906258624,1503147889,28,47229051,1201819
202010011300,1353717,107970605,3615,37661964,10576,44433,7579328,70942,1140129836544,125573682688,21286668424,1424999062,31,45075402,1035109
202010011400,2035382,171830029,3618,54804106,15512,90437,11736394,130980,1320356745728,212693050880,34713276792,1981391583,32,63929308,1563306
202010011500,1632715,157329098,3558,49770979,13344,94232,11099383,137553,942286139392,182729722880,31783644064,1800980842,26,60570956,1435442
202010011600,1234184,137302797,3613,40791836,9776,58528,9229452,93267,1278617311232,152527845888,27800081488,1475648747,13,52448632,1263404
202010011700,874715,104358162,3611,30250072,5578,29004,6747509,42474,1030036240384,128483860992,21065861984,1071290604,3,36962442,983423
202010011800,711927,80943858,3611,25779380,12622,32371,5658162,29450,802296665600,111149313536,15949231740,965091463,0,22233455,793997
202010011900,575658,57506114,3611,15807547,2263,7148,3812943,13203,646182265856,99658561024,11253288656,689136681,2,15640382,605599
202010012000,840754,222808652,3551,22370616,4482,4346,10677853,15309,726116103168,483926241280,89554923312,1524420784,0,85129109,660239
202010012100,687747,49409948,3612,14484183,2367,8013,3307351,9724,807014564352,174223973888,9607401968,1176611229,0,87700660,544531
202010012200,901905,35818964,3614,11293317,2194,9395,2168633,14218,912817610240,139163023009,6375827692,1196584059,0,77564353,345564
202010012300,578920,15911031,3610,6262782,2152,3316,1299254,5079,830232359936,70012190208,2757559652,674319378,0,8094963,170586
202010020000,404177,12533833,3613,3831909,1933,7006,1368348,13030,764575182336,318947838976,1970022812,567303432,0,2050987,55038
202010020100,426864,193582988,3550,5898420,2157,5442,896402,12210,505728499200,337294214144,30046124648,748209351,0,3493028,61433
202010020200,648183,278676178,3611,7393947,2472,7531,1175095,4716,577808417280,387710760019,46531193236,4380846797,2,4537094,193743
202010020300,697883,139808258,3608,4582382,2742,6903,731713,11018,567798884864,252641605770,27777086868,861956892,1,1458268,118490
202010020400,713775,109134883,3610,8658228,2663,34535,1502467,20177,707161958912,281690988032,23953742348,5118918844,0,7766824,263416
