,TABLE_NAME,CONSTRAINT_NAME,COLUMNS
0,HSPSYS_APP_CLUSTER_DTL,FK_HSP_APP_ID,APP_ID
1,HSPSYS_APPLICATION,FK_HSPAPP_DSID,DATASOURCE_ID
