,OWNER,SEGMENT_NAME,SIZE_GB
83,ESBBWPB1,SYS_IL0000087982C00004$$,6.103515625e-05
84,ESBBWPB1,SYS_LOB0000087993C00004$$,0.01385498046875
85,ESBBWPB1,PK_ID_ROLE_MEMBERS,6.103515625e-05
86,ESBBWPB1,NJAMS_T_TRACE_SETTINGS,6.103515625e-05
87,ESBBWPB1,NJAMS_T_Q_JOB_DETAILS,6.103515625e-05
88,ESBBWPB1,INDEX_MONITOR_MAIN_2,0.83203125
89,ESBBWPB1,INDEX_MONITOR_MAIN_6,0.26953125
90,ESBBWPB1,INDEX_DOMAIN_OBJECTS,6.103515625e-05
91,ESBBWPB1,INDEX_TRACKS_2,2.7763671875
92,ESBBWPB1,NJAMS_Q_I_T_JG,6.103515625e-05
93,ESBBWPB1,NJAMS_Q_I_T_NFT_ST_MISFIRE_GRP,6.103515625e-05
94,ESBBWPB1,NJAMS_Q_I_FT_INST_JOB_REQ_RCVR,6.103515625e-05
95,ESBBWPB1,NJAMS_T_ACTIVITY_STATISTICS,0.171875
96,ESBBWPB1,NJAMS_T_MONITOR_BS,6.103515625e-05
97,ESBBWPB1,SYS_LOB0000087988C00003$$,0.00311279296875
98,ESBBWPB1,NJAMS_T_USERS,0.0001220703125
99,ESBBWPB1,NJAMS_T_DOMAIN_OBJECTS,0.00042724609375
100,ESBBWPB1,SYS_IL0000088032C00005$$,6.103515625e-05
101,ESBBWPB1,SYS_IL0000088054C00016$$,6.103515625e-05
102,ESBBWPB1,SYS_LOB0000088054C00016$$,0.0001220703125
103,ESBBWPB1,NJAMS_T_Q_FIRED_TRIGGERS,6.103515625e-05
104,ESBBWPB1,NJAMS_T_Q_SCHEDULER_STATE,6.103515625e-05
105,ESBBWPB1,PK_NJAMS_Q_SCHEDULER_STATE,6.103515625e-05
106,ESBBWPB1,INDEX_MONITOR_EVENTS_3,1.3798828125
107,ESBBWPB1,UINDEX_MONITOR_EVENTS,1.9140625
108,ESBBWPB1,INDEX_MONITOR_ATTRIBUTES_6,1.9716796875
109,ESBBWPB1,INDEX_MONITOR_ATTRIBUTES_8,2.939453125
110,ESBBWPB1,UINDEX_USERS,6.103515625e-05
111,ESBBWPB1,UINDEX_PRIVILEGES,0.0001220703125
112,ESBBWPB1,INDEX_MONITOR_BWTRACE,6.103515625e-05
113,ESBBWPB1,INDEX_ROLE_MEMBERS,6.103515625e-05
114,ESBBWPB1,NJAMS_STATISTICS_1,0.001953125
115,ESBBWPB1,NJAMS_Q_I_T_NFT_MISFIRE,6.103515625e-05
116,ESBBWPB1,NJAMS_Q_I_FT_T_G,6.103515625e-05
117,ESBBWPB1,SYS_LOB0000087982C00004$$,0.01092529296875
118,ESBBWPB1,NJAMS_T_ROLES,6.103515625e-05
119,ESBBWPB1,NJAMS_T_ROLE_MEMBERS,6.103515625e-05
120,ESBBWPB1,NJAMS_T_DOMAIN_OBJECT_HISTORY,0.00030517578125
121,ESBBWPB1,NJAMS_T_MONITOR_TRACKS,7.125
122,ESBBWPB1,UINDEX_ACTIVITY_STATISTICS,0.0205078125
123,ESBBWPB1,INDEX_MONITOR_ATTRIBUTES_7,1.5625
124,ESBBWPB1,INDEX_PRIVILEGES,0.0001220703125
125,ESBBWPB1,INDEX_TRACKS,10.3896484375
126,ESBBWPB1,INDEX_TRACK_TEMPLATES_1,0.109375
127,ESBBWPB1,NJAMS_Q_I_J_GRP,6.103515625e-05
128,ESBBWPB1,NJAMS_Q_I_T_C,6.103515625e-05
129,ESBBWPB1,NJAMS_Q_I_T_NEXT_FIRE_TIME,6.103515625e-05
