SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202009272330,0,0,1815,0,0,0,0,0,0,0,0,0,0,0,0
202009280000,0,0,1752,0,0,0,0,0,0,0,0,0,0,0,0
202009280030,55484,78100,1814,268950,889,190,20945,34,194142159360,98546176,15115928,228559071,0,228664,2476
202009280100,66549,111701,1810,185290,563,192,16204,138,213513302528,178403840,25392540,242037645,0,143030,2521
202009280130,48301,137593,1811,506482,577,207,17055,46,191825268224,296357376,28072352,224628989,0,139991,2559
202009280200,56571,428103,1810,167908,437,217,15763,20,186362831360,358793216,67795016,223302873,0,120960,2528
202009280230,33003,56476,1752,158240,456,87,12541,20,182535430656,81080832,11808044,85978475,0,136648,1077
202009280300,32636,86110,1812,139155,441,41,11606,15,184436253696,152474624,22033512,15771266,0,127411,378
202009280330,34812,80734,1810,134768,483,38,11829,5,184445493760,101107200,21267176,15740630,0,123674,366
202009280400,36567,55019,1811,130233,426,38,11437,8,184429936128,126933504,11433644,15571782,0,118857,357
202009280430,35171,83015,1811,185655,527,38,12689,8,184480514560,100434432,21431620,16399255,0,174511,364
202009280500,57209,139245,1751,189156,1258,139,19529,26,250764869632,967517696,21174208,31470820,1,161447,409
202009280530,37971,68742,1813,540678,738,63,16261,80,191996431360,316723200,11591308,17036270,0,211559,405
202009280600,52334,7842583,1812,1079370,1161,131,26099,233,230090330624,9253382656,2505960628,35194044,0,1058014,7230
202009280630,91255,4171190,1811,2294651,1811,228,33376,437,278854314496,55024528384,720551476,58397064,1,4015797,28991
202009280700,90144,480246,1813,2313321,2505,1270,40661,918,275302905856,61806205952,89649756,48269032,1,2312939,7423
202009280730,79483,684854,1755,6707397,2663,790,56382,97,216104601600,3471355904,110501596,112014633,0,6833579,16770
202009280800,171632,1210683,1812,13856657,3053,611,70722,406,399842149376,7573481472,203363116,275084553,2,14139470,31487
202009280830,189964,1585347,1809,16349391,4650,1931,208171,11972,743458097664,10735894528,275750964,243701386,2,16540739,41904
202009280900,253198,2111309,1810,21911191,5750,3375,129447,23849,335709230080,5241015808,354718744,467797621,0,22477738,51927
202009280930,316812,2581351,1810,29456139,6406,4642,154692,32504,461616956416,10027817984,437427200,467725080,0,29870393,60980
202009281000,334963,2566620,1810,27817916,6663,5506,167966,41963,458577943040,9441656320,434322076,460967747,0,28534620,59976
202009281030,318459,4946564,1749,31146294,7128,5110,966684,32490,411305128448,7573186048,877307888,461519479,0,32459812,118808
202009281100,381733,27846550,1811,36658706,8192,4734,362218,32393,673959300096,29838182400,5000549464,576288065,0,37594648,189883
202009281130,417486,18662133,1811,37847169,7071,5344,226401,33280,795009479168,29407009280,3552531148,562124157,2,38164349,244984
202009281200,319574,13569541,1810,32051211,10716,2731,237088,17659,696403552256,28562075136,2717244320,455803982,2,32589551,202351
202009281230,224113,8705104,1810,23529159,9356,2219,192944,14613,679545286144,16023045632,1741197100,334028910,0,23571869,138909
202009281300,760600,6596226,1753,30438195,7857,2015,247000,11510,1248733762560,19692760064,1154492196,677155652,2,32707406,83819
202009281330,370154,11571994,1813,45842719,8239,3211,164284,21014,508854626816,19524159488,2021551804,506748848,0,49496036,131458
202009281400,426591,11396563,1814,50403616,7102,5238,175788,36219,629455849472,21256120320,2009298424,581639659,0,53822132,140937
202009281430,441211,12309908,1815,49558812,7935,5618,183905,37928,685836945920,20270631936,1995529056,657715530,0,52684037,136629
202009281500,417600,10839814,1813,46209927,7112,5704,169901,45294,554745183232,16732293120,1854940300,554319713,0,49874582,118039
