,SNAP_TIME,WAIT_TIME_MILLI,WAIT_COUNT
809,202009200000,32,19
810,202009260100,2,905
811,202009260300,1,33001
812,202009271200,4,120
813,202009280400,64,1
814,202009201100,8,537
815,202009242200,1,37837
816,202009261300,1,34567
817,202009201400,2,671
818,202009210600,16,39
819,202009210600,1,115541
820,202009230900,1,183321
821,202009280200,256,4
822,202009280200,32,26
823,202009201500,2,704
824,202009201800,4,133
825,202009231700,2,2679
826,202009232100,64,1
827,202009232100,32,13
828,202009232100,8,541
829,202009251600,16,234
830,202009251600,1,32292
831,202009260000,16,34
832,202009261400,4,150
833,202009261900,8,30
834,202009211500,64,13
835,202009211500,32,27
836,202009212300,2,9042
837,202009212300,1,1593830
838,202009220000,64,55
839,202009220000,2,13194
840,202009262000,4,54
841,202009220100,32,137
842,202009220100,2,10366
843,202009220700,4,1642
844,202009221000,4,4804
845,202009221000,1,238889
846,202009270900,1,20277
847,202009240500,2,818
848,202009261100,32,3
849,202009211300,32,31
850,202009271400,2,1001
851,202009281100,8,199
852,202009281100,1,71759
853,202009251000,16,377
854,202009200700,256,6
855,202009200700,64,80
856,202009200700,2,27443
857,202009200700,1,2808532
858,202009221100,32,62
859,202009221300,2,75896
860,202009251100,64,10
861,202009251100,8,446
862,202009251100,4,1120
863,202009251300,1,48813
864,202009201700,8,505
865,202009202100,16,14
866,202009230200,8,904
867,202009230700,16,144
868,202009251500,16,135
869,202009251500,4,838
870,202009260500,8,126
871,202009261700,64,1
872,202009272000,8,24
873,202009272000,4,86
874,202009280100,4,98
875,202009250900,32,85
876,202009251400,64,3
877,202009251400,4,831
878,202009262200,2,1690
879,202009270300,4,139
880,202009200800,8,4167
881,202009200900,128,8
882,202009210000,4,157
883,202009210000,1,18038
884,202009220900,1,211161
885,202009270400,8,157
886,202009231300,1,1101364
887,202009232200,8,202
888,202009252000,4,1186
889,202009271100,2,1279
890,202009280800,128,2
891,202009280800,64,12
892,202009280800,32,22
893,202009280800,4,1112
894,202009280900,4,1600
895,202009280900,1,52113
896,202009252100,2,16440
897,202009252100,1,203931
898,202009210400,32,2
899,202009211900,64,8
900,202009211900,8,307
901,202009212200,4,3508
902,202009221400,4,5172
903,202009221900,16,151
904,202009240000,64,1
905,202009240300,64,3
906,202009241200,32,7
907,202009241500,8,527
908,202009241500,2,4779
909,202009241500,1,36109
910,202009270200,4,855
911,202009281000,64,10
912,202009272100,2,706
913,202009272200,4,159
914,202009220200,128,1
915,202009220200,64,2
916,202009220200,16,141
917,202009220200,4,1565
918,202009230400,128,1
919,202009230400,16,54
920,202009241900,32,6
921,202009241900,16,6
922,202009241900,4,142
923,202009250400,32,24
924,202009250400,16,29
925,202009272300,1,9411
926,202009200200,4,6792
927,202009200200,2,15841
928,202009280300,2,1968
929,202009241800,64,3
930,202009250800,256,1
931,202009250800,128,2
932,202009250800,8,828
933,202009271300,2,1404
934,202009211100,64,16
935,202009211100,16,125
936,202009211100,4,2306
937,202009211100,2,9175
938,202009211100,1,161594
939,202009220800,64,13
940,202009220800,1,370818
941,202009221200,4,2821
942,202009221200,2,10266
943,202009221200,1,265894
944,202009201200,8,44
945,202009201200,1,9811
946,202009230300,2,4094
947,202009251200,1,50092
948,202009260700,16,13
949,202009280000,64,2
950,202009280000,32,3
951,202009280000,16,28
952,202009202200,8,22
953,202009202200,2,909
954,202009211200,8,346
955,202009211400,128,3
956,202009211400,4,3062
957,202009230100,8,104
958,202009230100,1,277042
959,202009230600,64,5
960,202009251800,1,12603
961,202009260200,16,195
962,202009201000,16,234
963,202009200400,128,18
964,202009200400,32,177
965,202009240700,64,1
966,202009240700,8,148
967,202009240700,4,592
968,202009240700,1,35715
969,202009250000,2,1766
970,202009260900,16,36
971,202009262300,2,1472
972,202009210800,256,1
973,202009210800,4,3166
974,202009221800,4,881
975,202009222100,256,2
976,202009222100,64,5
977,202009231400,64,7
978,202009231400,2,5514
979,202009231500,16,93
980,202009240900,64,14
981,202009250100,64,3
982,202009250100,32,20
983,202009250100,4,281
984,202009270500,16,29
985,202009270500,4,680
986,202009270600,8,28
987,202009231800,8,109
988,202009242000,64,2
989,202009201900,8,22
990,202009210200,128,4
991,202009210200,32,61
992,202009210200,8,709
993,202009211600,32,20
994,202009211600,1,177337
995,202009212100,64,52
996,202009221600,2,9830
997,202009240600,1,32305
998,202009271900,8,24
999,202009271900,2,542
1000,202009200000,2,2454
1001,202009200000,1,134479
1002,202009260100,4,294
1003,202009260100,1,10949
1004,202009260300,64,11
1005,202009280600,16,14
1006,202009200500,256,14
1007,202009200500,32,342
1008,202009200500,16,906
1009,202009201100,256,2
1010,202009201100,16,97
1011,202009242200,32,7
1012,202009250500,64,1
1013,202009201400,32,1
1014,202009210900,64,11
1015,202009210900,16,293
1016,202009271500,1,10492
1017,202009280200,8,242
1018,202009202000,1,12527
1019,202009231700,256,1
1020,202009231700,4,673
1021,202009251600,2,2159
1022,202009251900,1,9193
1023,202009260000,8,114
1024,202009211500,16,212
1025,202009211500,2,11979
1026,202009211700,1,169614
1027,202009220100,8,1062
1028,202009220500,8,138
1029,202009220700,32,16
1030,202009230000,64,1
1031,202009230000,8,93
1032,202009261100,16,18
1033,202009261100,2,817
1034,202009271400,4,120
1035,202009281100,4,687
1036,202009250700,32,15
1037,202009220400,32,10
1038,202009220400,8,104
1039,202009221100,128,3
1040,202009221100,64,11
1041,202009221100,16,440
1042,202009221100,2,13657
1043,202009221300,1,1647609
1044,202009241600,32,1
1045,202009251300,8,248
1046,202009200100,128,1
1047,202009200100,16,35
1048,202009202100,2,1493
1049,202009211000,64,16
1050,202009230200,256,1
1051,202009230200,64,8
1052,202009231900,8,64
1053,202009241700,8,298
1054,202009241700,2,3117
1055,202009241700,1,42916
1056,202009242100,128,1
1057,202009242100,16,461
1058,202009250200,8,999
1059,202009251500,64,5
1060,202009251500,8,242
1061,202009260500,4,412
1062,202009261700,16,14
1063,202009270700,2,1035
1064,202009272000,16,6
1065,202009250900,8,2057
1066,202009251400,16,104
1067,202009261800,8,30
1068,202009261800,4,109
1069,202009270300,32,4
1070,202009280500,1,6426
1071,202009280700,2,1852
1072,202009280700,1,24909
1073,202009200800,1,2101289
1074,202009200900,256,1
1075,202009220900,2,25294
1076,202009202300,16,11
1077,202009202300,2,689
1078,202009230500,1,323806
1079,202009231000,64,13
1080,202009231300,16,351
1081,202009232200,64,2
1082,202009232200,2,2442
1083,202009240100,16,94
1084,202009240100,4,1802
1085,202009252000,32,31
1086,202009252000,16,107
1087,202009240200,64,12
1088,202009252100,32,27
1089,202009212000,8,556
1090,202009212200,256,2
1091,202009212200,128,16
1092,202009212200,2,15724
1093,202009221400,128,5
1094,202009221400,8,1479
1095,202009221400,2,19213
1096,202009221900,4,1378
1097,202009221900,2,5341
1098,202009240000,8,7
1099,202009240300,8,131
1100,202009240300,1,65572
1101,202009241100,128,3
1102,202009241100,64,2
1103,202009241200,128,1
1104,202009241200,1,42027
1105,202009270200,8,258
1106,202009281000,256,1
1107,202009281000,128,4
1108,202009281000,2,8524
1109,202009220200,32,24
1110,202009222000,2,8183
1111,202009250400,8,138
1112,202009250400,4,368
1113,202009272300,32,3
1114,202009272300,2,508
1115,202009280300,8,61
1116,202009241800,2,7241
1117,202009260600,8,175
1118,202009260600,1,27087
1119,202009220800,16,336
1120,202009220800,4,3566
1121,202009221200,8,1004
1122,202009221500,2,13769
1123,202009230300,4,704
1124,202009251200,256,1
1125,202009251200,32,11
1126,202009251200,8,182
1127,202009260700,4,260
1128,202009260800,4,274
1129,202009202200,32,3
1130,202009211400,1,183168
1131,202009230100,4,308
1132,202009230600,16,62
1133,202009230600,4,722
1134,202009232300,2,1011
1135,202009251800,2,1202
1136,202009261200,8,23
1137,202009261200,1,8149
1138,202009201000,8,767
1139,202009200400,16,578
1140,202009231100,64,3
1141,202009231100,16,84
1142,202009240700,128,1
1143,202009250000,8,120
1144,202009250000,1,140509
1145,202009260900,4,257
1146,202009262300,16,12
1147,202009262300,4,232
1148,202009210800,64,9
1149,202009221800,16,105
1150,202009221800,2,3938
1151,202009222200,8,400
1152,202009222200,4,1274
1153,202009222300,128,1
1154,202009222300,4,1863
1155,202009222300,2,4277
1156,202009222300,1,252972
1157,202009231400,8,252
1158,202009231600,8,167
1159,202009231600,4,460
1160,202009231600,2,2561
1161,202009240900,128,2
1162,202009250300,1,246431
1163,202009270500,1,38594
1164,202009242000,2,2282
1165,202009242300,16,11
1166,202009271000,16,6
1167,202009201900,1,10156
1168,202009260400,32,1
1169,202009271600,1,10648
1170,202009271800,16,8
1171,202009271800,8,18
1172,202009200300,128,5
1173,202009200300,16,468
1174,202009210200,256,1
1175,202009232000,16,16
1176,202009240600,2,1962
1177,202009271900,4,64
1178,202009250600,64,7
1179,202009250600,8,166
1180,202009230800,4,4101
1181,202009230800,2,22704
1182,202009241000,64,12
1183,202009241000,4,1407
1184,202009260300,32,11
1185,202009271200,16,11
1186,202009280400,32,1
1187,202009280400,8,50
1188,202009280400,2,1855
1189,202009280600,64,1
1190,202009280600,2,878
1191,202009201100,2,4984
1192,202009242200,16,12
1193,202009250500,2,1580
1194,202009261300,2,1054
