SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202009242300,0,0,3604,0,0,0,0,0,0,0,0,0,0,0,0
202009250000,0,0,3603,0,0,0,0,0,0,0,0,0,0,0,0
202009250100,158285,417966,3603,217348,1125,1918,35464,487,861909173248,972535296,115032116,112410339,0,459890,10623
202009250200,156489,1607581,3603,249256,1493,2323,40996,444,919669219328,893015040,357606528,119242672,0,564186,12107
202009250300,166113,3132108,3603,1032301,1343,3251,50319,1411,913280834560,6861778944,708753108,128631272,0,430678,12694
202009250400,160806,922779,3603,442354,1331,23365,107478,2549,905826680832,7323163648,171092728,124766916,0,868591,16216
202009250500,152431,329678,3603,255308,1286,2366,37847,482,897639630336,863424512,99720096,114731819,0,568356,12672
202009250600,155404,278526,3603,206923,1295,2517,38748,417,896997220352,318153728,83733260,113824735,0,483816,11510
202009250700,149531,136775,3544,148298,1174,3080,38698,535,761930743808,171777024,27061672,97011804,0,373952,11838
202009250800,148791,266489,3603,276216,1538,5890,54751,765,842278296064,491764736,53707120,108616423,0,670066,16854
202009250900,155871,2258525,3603,777440,2194,12548,84444,1497,902483414016,2280689152,451571148,120556545,0,1784408,65968
202009251000,152548,2412289,3604,856079,2347,14469,85688,1923,909154479616,8150819840,523059244,122869668,1,1988177,82180
