,OWNER,SEGMENT_NAME,SIZE_GB
72,ESBBWPR1,SYS_IL0000314278C00016$$,6.103515625e-05
73,ESBBWPR1,PK_NJAMS_Q_SIMPROP_TRIG,6.103515625e-05
74,ESBBWPR1,PK_NJAMS_Q_LOCKS,6.103515625e-05
75,ESBBWPR1,INDEX_ROLES,6.103515625e-05
76,ESBBWPR1,INDEX_MONITOR_MAIN_5,0.171875
77,ESBBWPR1,INDEX_TRACKS_1,0.4453125
78,ESBBWPR1,IDX_ENGINE_CONFIG,0.000244140625
79,ESBBWPR1,NJAMS_Q_I_T_G,6.103515625e-05
80,ESBBWPR1,NJAMS_Q_I_T_N_STATE,6.103515625e-05
81,ESBBWPI1,SYS_IL0000210261C00010$$,6.103515625e-05
82,ESBBWPI1,NJAMS_T_ACTIVITY_STATISTICS,0.00390625
83,ESBBWPI1,NJAMS_T_STATISTICS,0.0006103515625
84,ESBBWPI1,PK_ID_CONFIGURATION,6.103515625e-05
85,ESBBWPI1,SYS_IL0000210204C00004$$,6.103515625e-05
86,ESBBWPI1,PK_ID_USERS,6.103515625e-05
87,ESBBWPI1,NJAMS_T_MONITOR_EVENTS,0.2109375
88,ESBBWPI1,NJAMS_T_TRACK_TEMPLATES,0.1103515625
89,ESBBWPI1,PK_NJAMS_Q_FIRED_TRIGGER,6.103515625e-05
90,ESBBWPI1,INDEX_MONITOR_EVENTS_4,0.0087890625
91,ESBBWPI1,UINDEX_MONITOR_SEARCH_ATT,0.0001220703125
92,ESBBWPI1,INDEX_MONITOR_MAIN_2,0.0224609375
93,ESBBWPI1,INDEX_DOMAIN_OBJECTS,6.103515625e-05
94,ESBBWPI1,NJAMS_Q_I_T_C,6.103515625e-05
95,ESBBWPI1,NJAMS_Q_I_T_G,6.103515625e-05
96,ESBBWPI1,NJAMS_Q_I_T_NFT_MISFIRE,6.103515625e-05
97,ESBBWPI1,NJAMS_Q_I_T_NFT_ST_MISFIRE,6.103515625e-05
98,ESBBWPR1,NJAMS_Q_I_T_NFT_ST_MISFIRE,6.103515625e-05
99,ESBBWPR1,SYS_IL0000314233C00008$$,6.103515625e-05
100,ESBBWPR1,NJAMS_T_MONITOR_SEARCH_ATTR,0.0003662109375
101,ESBBWPR1,UINDEX_MONITOR_BO,6.103515625e-05
102,ESBBWPR1,INDEX_MONITOR_EVENTS_5,0.4296875
103,ESBBWPR1,INDEX_MONITOR_ATTRIBUTES_8,0.5625
104,ESBBWPR1,INDEX_MONITOR_MAIN_2,0.171875
105,ESBBWPR1,INDEX_DOMAIN_OBJECTS_3,0.0001220703125
106,ESBBWPR1,INDEX_TASKS_MAIN_1,6.103515625e-05
107,ESBBWPR1,NJAMS_STATISTICS_1,0.00390625
108,ESBBWPR1,NJAMS_Q_I_J_REQ_RECOVERY,6.103515625e-05
109,ESBBWPI1,NJAMS_T_DP_CONNECTION,6.103515625e-05
110,ESBBWPI1,PK_NJAMS_Q_SIMPROP_TRIG,6.103515625e-05
111,ESBBWPI1,NJAMS_T_MONITOR_BO,6.103515625e-05
112,ESBBWPI1,SYS_LOB0000210199C00003$$,0.00213623046875
113,ESBBWPI1,NJAMS_T_ENGINE_CONFIG,6.103515625e-05
114,ESBBWPI1,NJAMS_T_USERS,0.0001220703125
115,ESBBWPI1,PK_ID_PRIVILEGES,0.0001220703125
116,ESBBWPI1,SYS_LOB0000210243C00005$$,0.01580810546875
117,ESBBWPI1,PK_NJAMS_Q_SCHEDULER_STATE,6.103515625e-05
118,ESBBWPI1,UINDEX_MONITOR_BO,6.103515625e-05
119,ESBBWPI1,INDEX_MONITOR_ATTRIBUTES_6,0.0087890625
120,ESBBWPI1,INDEX_MONITOR_ATTRIBUTES_7,0.021484375
121,ESBBWPI1,INDEX_MONITOR_MAIN_6,0.0107421875
122,ESBBWPI1,INDEX_DOMAIN_OBJECT_HISTORY,0.0003662109375
123,ESBBWPI1,INDEX_TRACKS_2,0.013671875
124,ESBBWPI1,NJAMS_Q_I_FT_TRIG_INST_NAME,6.103515625e-05
125,ESBBWPI1,NJAMS_Q_I_FT_JG,6.103515625e-05
126,ESBBWPR1,NJAMS_Q_I_T_NFT_MISFIRE,6.103515625e-05
127,ESBBWPR1,NJAMS_T_PROCESS_DIAGRAMS,0.000732421875
128,ESBBWPR1,SYS_IL0000314212C00003$$,6.103515625e-05
129,ESBBWPR1,NJAMS_T_ROLES,6.103515625e-05
130,ESBBWPR1,SYS_IL0000314229C00006$$,6.103515625e-05
131,ESBBWPR1,NJAMS_T_MONITOR_EVENTS,14.634765625
132,ESBBWPR1,SYS_LOB0000314256C00005$$,0.23553466796875
133,ESBBWPR1,SYS_IL0000314274C00010$$,6.103515625e-05
134,ESBBWPR1,PK_NJAMS_Q_FIRED_TRIGGER,6.103515625e-05
135,ESBBWPR1,NJAMS_T_Q_SCHEDULER_STATE,6.103515625e-05
136,ESBBWPR1,PK_NJAMS_Q_SCHEDULER_STATE,6.103515625e-05
137,ESBBWPR1,UINDEX_MONITOR_BS,0.00018310546875
138,ESBBWPR1,INDEX_MONITOR_ATTRIBUTES_6,0.359375
139,ESBBWPR1,UINDEX_PRIVILEGES,0.0003662109375
140,ESBBWPR1,INDEX_MONITOR_BWTRACE,0.0001220703125
141,ESBBWPR1,INDEX_MONITOR_MAIN_3,0.203125
142,ESBBWPR1,INDEX_MONITOR_MAIN_4,0.09375
143,ESBBWPR1,INDEX_DOMAIN_OBJECTS_2,0.000732421875
144,ESBBWPR1,INDEX_ROLE_MEMBERS,6.103515625e-05
145,ESBBWPI1,NJAMS_T_MONITOR_BS,6.103515625e-05
