,SNAP_TIME,SERVICE_NAME,STAT_NAME,VALUE,DELTAT_SEC,RATE_VALUE
270,20200924010044,seeddata,sql execute elapsed time,0,3561.882,0.0
271,20200924010044,seeddataXDB,sql execute elapsed time,0,3561.882,0.0
272,20200924010044,IONTOT1,gc cr blocks received,0,3561.882,0.0
273,20200924010044,NTOT01,gc cr blocks received,0,3561.882,0.0
274,20200924010044,SO_NTO_P0,gc cr blocks received,0,3561.882,0.0
275,20200924010044,SO_NTO_T1,gc cr blocks received,0,3561.882,0.0
276,20200924010044,SYS$BACKGROUND,gc cr blocks received,0,3561.882,0.0
277,20200924010044,SYS$USERS,gc cr blocks received,0,3561.882,0.0
278,20200924010044,seeddata,gc cr blocks received,0,3561.882,0.0
279,20200924010044,seeddataXDB,gc cr blocks received,0,3561.882,0.0
280,20200924010044,IONTOT1,user calls,260031589,3561.882,13513.44
281,20200924010044,NTOT01,user calls,0,3561.882,0.0
282,20200924010044,SO_NTO_P0,user calls,0,3561.882,0.0
283,20200924010044,SO_NTO_T1,user calls,29122,3561.882,0.52
284,20200924010044,SYS$BACKGROUND,user calls,2,3561.882,0.0
285,20200924010044,SYS$USERS,user calls,14393,3561.882,0.41
286,20200924010044,seeddata,user calls,0,3561.882,0.0
287,20200924010044,seeddataXDB,user calls,0,3561.882,0.0
288,20200924010044,IONTOT1,session logical reads,5369081943,3561.882,207956.41
289,20200924010044,NTOT01,session logical reads,0,3561.882,0.0
290,20200924010044,SO_NTO_P0,session logical reads,0,3561.882,0.0
291,20200924010044,SO_NTO_T1,session logical reads,35049,3561.882,0.0
292,20200924010044,SYS$BACKGROUND,session logical reads,52682521,3561.882,1145.84
293,20200924010044,SYS$USERS,session logical reads,220928431,3561.882,22819.57
294,20200924010044,seeddata,session logical reads,0,3561.882,0.0
295,20200924010044,seeddataXDB,session logical reads,0,3561.882,0.0
296,20200924010044,IONTOT1,workarea executions - optimal,46513581,3561.882,1967.05
297,20200924010044,NTOT01,workarea executions - optimal,0,3561.882,0.0
298,20200924010044,SO_NTO_P0,workarea executions - optimal,0,3561.882,0.0
299,20200924010044,SO_NTO_T1,workarea executions - optimal,259,3561.882,0.0
300,20200924010044,SYS$BACKGROUND,workarea executions - optimal,71396,3561.882,0.88
301,20200924010044,SYS$USERS,workarea executions - optimal,92409,3561.882,10.2
302,20200924010044,seeddata,workarea executions - optimal,0,3561.882,0.0
303,20200924010044,seeddataXDB,workarea executions - optimal,0,3561.882,0.0
304,20200924010044,IONTOT1,user I/O wait time,89122024398,3561.882,3870773.54
305,20200924010044,NTOT01,user I/O wait time,0,3561.882,0.0
306,20200924010044,SO_NTO_P0,user I/O wait time,0,3561.882,0.0
307,20200924010044,SO_NTO_T1,user I/O wait time,856049,3561.882,0.0
308,20200924010044,SYS$BACKGROUND,user I/O wait time,14404527879,3561.882,298343.26
309,20200924010044,SYS$USERS,user I/O wait time,1485446906,3561.882,17289.31
310,20200924010044,seeddata,user I/O wait time,0,3561.882,0.0
311,20200924010044,seeddataXDB,user I/O wait time,0,3561.882,0.0
312,20200924010044,IONTOT1,DB time,241465101323,3561.882,8223852.29
313,20200924010044,NTOT01,DB time,0,3561.882,0.0
314,20200924010044,SO_NTO_P0,DB time,0,3561.882,0.0
315,20200924010044,SO_NTO_T1,DB time,17358321,3561.882,83.4
316,20200924010044,SYS$BACKGROUND,DB time,6158,3561.882,0.0
317,20200924010044,SYS$USERS,DB time,7446638300,3561.882,238676.97
318,20200924010044,seeddata,DB time,0,3561.882,0.0
319,20200924010044,seeddataXDB,DB time,0,3561.882,0.0
320,20200924010044,IONTOT1,redo size,31342757972,3561.882,872420.94
321,20200924010044,NTOT01,redo size,0,3561.882,0.0
322,20200924010044,SO_NTO_P0,redo size,0,3561.882,0.0
323,20200924010044,SO_NTO_T1,redo size,101020,3561.882,0.0
324,20200924010044,SYS$BACKGROUND,redo size,628538316,3561.882,17696.91
325,20200924010044,SYS$USERS,redo size,145076060,3561.882,5029.54
326,20200924010044,seeddata,redo size,0,3561.882,0.0
327,20200924010044,seeddataXDB,redo size,0,3561.882,0.0
328,20200924010044,IONTOT1,gc current block receive time,0,3561.882,0.0
329,20200924010044,NTOT01,gc current block receive time,0,3561.882,0.0
330,20200924010044,SO_NTO_P0,gc current block receive time,0,3561.882,0.0
331,20200924010044,SO_NTO_T1,gc current block receive time,0,3561.882,0.0
332,20200924010044,SYS$BACKGROUND,gc current block receive time,0,3561.882,0.0
333,20200924010044,SYS$USERS,gc current block receive time,0,3561.882,0.0
334,20200924010044,seeddata,gc current block receive time,0,3561.882,0.0
335,20200924010044,seeddataXDB,gc current block receive time,0,3561.882,0.0
336,20200924010044,IONTOT1,parse time elapsed,210825688,3561.882,1097.83
337,20200924010044,NTOT01,parse time elapsed,0,3561.882,0.0
338,20200924010044,SO_NTO_P0,parse time elapsed,0,3561.882,0.0
339,20200924010044,SO_NTO_T1,parse time elapsed,144966,3561.882,0.0
340,20200924010044,SYS$BACKGROUND,parse time elapsed,0,3561.882,0.0
341,20200924010044,SYS$USERS,parse time elapsed,1763921791,3561.882,770.51
342,20200924010044,seeddata,parse time elapsed,0,3561.882,0.0
343,20200924010044,seeddataXDB,parse time elapsed,0,3561.882,0.0
344,20200924010044,IONTOT1,gc cr block receive time,0,3561.882,0.0
345,20200924010044,NTOT01,gc cr block receive time,0,3561.882,0.0
346,20200924010044,SO_NTO_P0,gc cr block receive time,0,3561.882,0.0
347,20200924010044,SO_NTO_T1,gc cr block receive time,0,3561.882,0.0
348,20200924010044,SYS$BACKGROUND,gc cr block receive time,0,3561.882,0.0
349,20200924010044,SYS$USERS,gc cr block receive time,0,3561.882,0.0
350,20200924010044,seeddata,gc cr block receive time,0,3561.882,0.0
351,20200924010044,seeddataXDB,gc cr block receive time,0,3561.882,0.0
352,20200924010044,IONTOT1,physical reads,236265123,3561.882,12276.95
353,20200924010044,NTOT01,physical reads,0,3561.882,0.0
354,20200924010044,SO_NTO_P0,physical reads,0,3561.882,0.0
355,20200924010044,SO_NTO_T1,physical reads,32510,3561.882,0.0
356,20200924010044,SYS$BACKGROUND,physical reads,37022416,3561.882,851.21
357,20200924010044,SYS$USERS,physical reads,14681061,3561.882,97.36
358,20200924010044,seeddata,physical reads,0,3561.882,0.0
359,20200924010044,seeddataXDB,physical reads,0,3561.882,0.0
360,20200924010044,IONTOT1,cluster wait time,0,3561.882,0.0
361,20200924010044,NTOT01,cluster wait time,0,3561.882,0.0
362,20200924010044,SO_NTO_P0,cluster wait time,0,3561.882,0.0
363,20200924010044,SO_NTO_T1,cluster wait time,0,3561.882,0.0
364,20200924010044,SYS$BACKGROUND,cluster wait time,0,3561.882,0.0
365,20200924010044,SYS$USERS,cluster wait time,0,3561.882,0.0
366,20200924010044,seeddata,cluster wait time,0,3561.882,0.0
367,20200924010044,seeddataXDB,cluster wait time,0,3561.882,0.0
368,20200924010044,IONTOT1,execute count,219470129,3561.882,11067.86
369,20200924010044,NTOT01,execute count,0,3561.882,0.0
370,20200924010044,SO_NTO_P0,execute count,0,3561.882,0.0
371,20200924010044,SO_NTO_T1,execute count,17021,3561.882,0.49
372,20200924010044,SYS$BACKGROUND,execute count,0,3561.882,0.0
373,20200924010044,SYS$USERS,execute count,241376,3561.882,19.4
374,20200924010044,seeddata,execute count,0,3561.882,0.0
375,20200924010044,seeddataXDB,execute count,0,3561.882,0.0
376,20200924010044,IONTOT1,logons cumulative,7648,3561.882,0.19
377,20200924010044,NTOT01,logons cumulative,0,3561.882,0.0
378,20200924010044,SO_NTO_P0,logons cumulative,0,3561.882,0.0
379,20200924010044,SO_NTO_T1,logons cumulative,63,3561.882,0.0
380,20200924010044,SYS$BACKGROUND,logons cumulative,2413,3561.882,0.06
381,20200924010044,SYS$USERS,logons cumulative,1041,3561.882,0.02
382,20200924010044,seeddata,logons cumulative,0,3561.882,0.0
383,20200924010044,seeddataXDB,logons cumulative,0,3561.882,0.0
384,20200924010044,IONTOT1,parse count (total),465269,3561.882,10.61
385,20200924010044,NTOT01,parse count (total),0,3561.882,0.0
386,20200924010044,SO_NTO_P0,parse count (total),0,3561.882,0.0
387,20200924010044,SO_NTO_T1,parse count (total),897,3561.882,0.0
388,20200924010044,SYS$BACKGROUND,parse count (total),0,3561.882,0.0
389,20200924010044,SYS$USERS,parse count (total),45345,3561.882,1.16
390,20200924010044,seeddata,parse count (total),0,3561.882,0.0
391,20200924010044,seeddataXDB,parse count (total),0,3561.882,0.0
392,20200924010044,IONTOT1,opened cursors cumulative,3123792,3561.882,63.76
393,20200924010044,NTOT01,opened cursors cumulative,0,3561.882,0.0
394,20200924010044,SO_NTO_P0,opened cursors cumulative,0,3561.882,0.0
395,20200924010044,SO_NTO_T1,opened cursors cumulative,966,3561.882,0.0
396,20200924010044,SYS$BACKGROUND,opened cursors cumulative,341918,3561.882,10.54
397,20200924010044,SYS$USERS,opened cursors cumulative,244764,3561.882,20.49
398,20200924010044,seeddata,opened cursors cumulative,0,3561.882,0.0
399,20200924010044,seeddataXDB,opened cursors cumulative,0,3561.882,0.0
400,20200924010044,IONTOT1,gc current blocks received,0,3561.882,0.0
401,20200924010044,NTOT01,gc current blocks received,0,3561.882,0.0
402,20200924010044,SO_NTO_P0,gc current blocks received,0,3561.882,0.0
403,20200924010044,SO_NTO_T1,gc current blocks received,0,3561.882,0.0
404,20200924010044,SYS$BACKGROUND,gc current blocks received,0,3561.882,0.0
405,20200924010044,SYS$USERS,gc current blocks received,0,3561.882,0.0
406,20200924010044,seeddata,gc current blocks received,0,3561.882,0.0
407,20200924010044,seeddataXDB,gc current blocks received,0,3561.882,0.0
408,20200924010044,IONTOT1,user commits,2034134,3561.882,50.45
409,20200924010044,NTOT01,user commits,0,3561.882,0.0
410,20200924010044,SO_NTO_P0,user commits,0,3561.882,0.0
411,20200924010044,SO_NTO_T1,user commits,0,3561.882,0.0
412,20200924010044,SYS$BACKGROUND,user commits,6280,3561.882,0.22
413,20200924010044,SYS$USERS,user commits,9100,3561.882,1.09
414,20200924010044,seeddata,user commits,0,3561.882,0.0
415,20200924010044,seeddataXDB,user commits,0,3561.882,0.0
416,20200924010044,IONTOT1,workarea executions - onepass,7395,3561.882,0.02
417,20200924010044,NTOT01,workarea executions - onepass,0,3561.882,0.0
418,20200924010044,SO_NTO_P0,workarea executions - onepass,0,3561.882,0.0
