SNAP_TIME,CPU used by this session,db block changes,elapsed,execute count,logons cumulative,parse count (hard),parse count (total),parse time cpu,physical read total bytes,physical write total bytes,redo size,session logical reads,sorts (disk),user calls,user commits
202009232300,0,0,3603,0,0,0,0,0,0,0,0,0,0,0,0
202009240000,0,0,3603,0,0,0,0,0,0,0,0,0,0,0,0
202009240100,23633,191503,3603,129871,175,2013,23660,335,114825667584,514824704,40205252,17485118,0,299170,10322
202009240200,90334,35594996,3603,2214665,565,533249,565552,16190,220171493888,85215207936,23592279716,269954894,0,1062859,14461
202009240300,37539,4055323,3603,1259704,771,24343,62586,1668,153897403392,8242003968,912086884,38442605,1,624530,15915
202009240400,60434,1438299,3603,634144,1792,115961,206264,5143,621178224640,7821261824,273104004,90271271,0,1106553,21507
202009240500,26088,385683,3602,248627,378,2945,27869,448,161211439104,989016576,96810972,23839079,0,568909,16441
202009240600,25254,378568,3603,204913,273,2507,26587,381,171120279552,678765568,91076108,24212273,1,497912,15871
202009240700,22770,474924,3603,273873,492,3212,31087,575,125217857536,636694528,128534972,19152539,0,638190,17082
202009240800,29647,1338811,3603,550488,940,6060,52245,1113,113700761600,2014412288,336353040,20585594,0,1289393,52353
202009240900,39796,1555879,3603,632589,1786,7937,65589,1410,202561624064,2203006464,408426900,33279964,0,1631069,75535
202009241000,43014,1114284,3604,502052,2319,9286,79898,1504,282465820160,1405118464,241548232,43222546,0,1247644,43544
202009241100,45933,1678871,3603,625654,2051,8729,77474,1489,310820673024,6535432192,411735048,48129399,0,1558351,74960
202009241200,44009,1225104,3603,526366,2355,7372,67645,1091,401517783552,1888787456,300555548,53548338,0,1261746,56848
202009241301,31274,1071120,3543,427541,1570,5416,54552,886,208503449600,2101414912,330774648,30855936,0,1077487,43268
202009241400,33162,1004382,3603,470872,1888,7787,71166,1238,169264757760,1726263808,213965232,27643546,0,1166172,36202
202009241500,33362,1108399,3603,467212,1202,13938,73511,1333,217529709568,1634195968,239647996,34805767,0,1166298,38895
202009241600,31726,1029929,3603,417096,1133,9081,67788,874,201860204544,1477630464,206247184,34682186,0,1000004,29433
202009241700,25713,1281423,3603,345245,1092,8719,63318,862,132020305408,1613136896,367687000,23370128,2,819073,27093
202009241800,131345,459755,3603,261166,1805,5894,51425,629,891806812160,1045666304,99836472,116557515,0,596323,22333
202009241900,170070,761798,3603,410275,1486,3159,39598,602,959063567872,1476353024,164825324,125552897,0,893062,35811
202009242000,158897,164002,3604,172210,1191,2710,35238,509,788264263680,192921600,35080820,101428904,0,419887,13096
202009242100,169161,601258,3604,229492,1388,16883,52981,2634,1061848119808,4221046272,173498472,106822862,0,386067,13611
202009242200,270767,41005918,3604,805530,1192,71088,161258,6937,1033478384128,31408501248,9102374004,298211271,0,707349,16129
202009242300,157769,1031874,3604,132249,1048,2839,37437,485,797912686080,475277312,184665824,104330148,0,301123,10559
202009250000,157593,606817,3603,132819,1069,2780,37705,536,861073211392,513232896,92136232,112390860,0,297061,10482
202009250100,158285,417966,3603,217348,1125,1918,35464,487,861909173248,972535296,115032116,112410339,0,459890,10623
202009250200,156489,1607581,3603,249256,1493,2323,40996,444,919669219328,893015040,357606528,119242672,0,564186,12107
202009250300,166113,3132108,3603,1032301,1343,3251,50319,1411,913280834560,6861778944,708753108,128631272,0,430678,12694
202009250400,160806,922779,3603,442354,1331,23365,107478,2549,905826680832,7323163648,171092728,124766916,0,868591,16216
202009250500,152431,329678,3603,255308,1286,2366,37847,482,897639630336,863424512,99720096,114731819,0,568356,12672
202009250600,155404,278526,3603,206923,1295,2517,38748,417,896997220352,318153728,83733260,113824735,0,483816,11510
202009250700,149531,136775,3544,148298,1174,3080,38698,535,761930743808,171777024,27061672,97011804,0,373952,11838
202009250800,148791,266489,3603,276216,1538,5890,54751,765,842278296064,491764736,53707120,108616423,0,670066,16854
202009250900,155871,2258525,3603,777440,2194,12548,84444,1497,902483414016,2280689152,451571148,120556545,0,1784408,65968
202009251000,152548,2412289,3604,856079,2347,14469,85688,1923,909154479616,8150819840,523059244,122869668,1,1988177,82180
202009251100,124172,1593979,3604,547250,13244,6362,154129,1479,672556116480,2412552192,402952336,92429838,1,1146600,53913
202009251200,42254,884192,3603,436360,10190,5466,110292,1055,375711950848,1400633856,196756680,49124432,0,880219,42897
202009251300,28275,595727,3603,289165,1091,2980,23867,476,159710437376,988252160,130364640,22844828,0,692651,26550
202009251400,38856,1540574,3603,609688,1366,18416,78906,2014,200280542720,2125313024,295874372,40651129,0,1460882,39245
